like,title,category_id,duration,view_count,like_count,comment_count,topic_categories,upload_date
1,How To Build A Machine Learning Portfolio in 2024,28,PT11M18S,55923,2973,104,['https://en.wikipedia.org/wiki/Knowledge'],2023-12-10T11:00:28Z
0,K-패스 200% 활용방법 / 카드 추천 / 똑똑하게 사용하는 방법,26,PT14M25S,140025,2091,276,[],2024-04-26T08:26:56Z
0,I Lemming ammalati | Grizzy e i Lemming | Boomerang,24,PT2M59S,162842881,518728,0,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Television_program']",2019-04-22T11:30:00Z
0,[UEFA 유로 2024] 준결승 스페인 vs 프랑스,17,PT15M33S,3267240,28033,3740,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",2024-07-09T22:11:58Z
1,나만 알고 싶었던 투자기법인데... 그냥 보지마세요.,26,PT13M45S,321148,0,375,[],2021-03-07T18:04:20Z
0,같이 영어 공부하는 기성용 한혜진 부부,22,PT53S,717083,8996,666,['https://en.wikipedia.org/wiki/Television_program'],2024-06-27T10:00:37Z
1,How Thiago Motta’s Tactic is Shaking up Serie A!,20,PT11M2S,1203738,14155,433,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",2024-04-26T14:30:59Z
0,아무도 예상하지 못 한 권은비의 닮은꼴,23,PT37S,3481284,43259,334,['https://en.wikipedia.org/wiki/Entertainment'],2023-09-14T03:23:37Z
1,[루시/신예찬] 급하게 현 갈고 솔로 들어가는 짱바이올리니스트 | 230819 21세기의 어떤 날 #LUCY,22,PT1M,2576740,109491,604,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Asia', 'https://en.wikipedia.org/wiki/Pop_music']",2023-08-21T12:50:22Z
0,🔥+5템포+7키업=탑현사냥🔥그 시절 우리는 모두 탑현이었다(사랑한다고 말해줘),10,PT3M28S,1074258,9053,460,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Asia']",2022-08-07T11:00:22Z
1,"40분만에 끝내는 서버 이론+실습. AWS, Nginx, Node.js, Mysql",22,PT40M45S,51706,2343,63,"['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",2021-08-16T08:31:37Z
0,와...부스케츠 탈압박 모음ㄷㄷ,17,PT57S,727159,8622,633,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",2024-03-08T08:04:13Z
1,"쯔양님을 착취했던 전 대표, 이제는 진실을 말하겠습니다.",24,PT10M41S,4617238,94843,9885,['https://en.wikipedia.org/wiki/Society'],2024-07-11T12:19:11Z
1,데이터과학자의 좌절편! 데이터과학자는 대부분의 시간을 OOO 으로 보낸다? 데이터과학자의 일상 2부! (한국과학기술정보연구원 김영진 박사),28,PT20M6S,35649,684,58,['https://en.wikipedia.org/wiki/Knowledge'],2024-06-10T11:00:15Z
0,현아 (HyunA) - 'I'm Not Cool' MV,10,PT2M58S,58640561,2303882,73249,"['https://en.wikipedia.org/wiki/Electronic_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Asia', 'https://en.wikipedia.org/wiki/Pop_music']",2021-01-28T09:00:10Z
1,98년생 임하영 “난생처음 간 학교가 미네르바스쿨”,25,PT21M24S,3936,51,2,[],2021-10-05T09:39:32Z
1,Web Scraping 101: A Million Dollar Project Idea,27,PT13M7S,564447,17684,356,['https://en.wikipedia.org/wiki/Technology'],2023-07-04T14:00:14Z
1,"Meet the Palantirians: CEO Alex Karp in Conversation with Ben Bernstein, Forward-Deployed Engineer",28,PT3M14S,15119,0,0,"['https://en.wikipedia.org/wiki/Business', 'https://en.wikipedia.org/wiki/Knowledge']",2023-01-10T17:44:34Z
1,코딩초보들이 헷갈리는 용어 : API가 뭐냐면,28,PT7M40S,266240,6640,147,"['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",2021-08-13T06:29:06Z
1,Machine Learning L0 C2 - Basic Intuition: What actually is a Machine Learning Model?,22,PT20M51S,198,8,0,['https://en.wikipedia.org/wiki/Knowledge'],2022-08-29T13:01:53Z
1,Jordan Peterson : How to Stop being the Nice Guy,22,PT12M4S,3537671,76888,1557,['https://en.wikipedia.org/wiki/Religion'],2022-11-06T14:51:53Z
1,5 Crypto Altcoins I'm Investing In 2024,27,PT49M19S,794819,27125,1707,['https://en.wikipedia.org/wiki/Society'],2024-04-07T00:52:35Z
0,Brighton v. Tottenham | PREMIER LEAGUE HIGHLIGHTS | 1/31/2021 | NBC Sports,17,PT10M48S,239542,2301,421,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport', 'https://en.wikipedia.org/wiki/Television_program']",2021-01-31T22:14:35Z
0,크게 먹을 수 있는 자리를 찾아보자(엘리엇 파동1),27,PT59S,40328,1038,18,[],2023-05-09T03:00:06Z
0,"이더리움 적정가는 1,500만원! 폭발적 상승은 '이때' 시작된다 (코수다 2부)",27,PT17M18S,12407,406,21,[],2024-06-23T03:25:53Z
1,개발 유튜버들이 강의를 팔 수 밖에 없는 이유,27,PT8M14S,68197,1705,247,[],2024-05-18T12:02:07Z
1,윙어가 제일 잘 해야하는 역할,17,PT54S,92680,846,36,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",2024-06-30T06:06:41Z
0,0 3 Software Requirements,27,PT2M43S,57582,17,0,[],2021-05-17T14:52:54Z
0,1258. 지금 비트코인 투자 안 하시면 정말 후회하실 겁니다.,27,PT12M22S,45962,1571,164,['https://en.wikipedia.org/wiki/Society'],2024-06-07T03:15:02Z
0,벤제마가 동료취급 안해줬던 선수.,22,PT59S,2880860,40256,942,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",2024-06-06T02:00:09Z
1,Coding Is Changing...Here Is What You NEED To Know,27,PT8M12S,257419,10075,630,['https://en.wikipedia.org/wiki/Technology'],2024-01-27T14:52:29Z
1,Learn Socket.io In 30 Minutes,27,PT27M27S,505499,11950,340,"['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",2021-05-29T16:00:27Z
0,평생을 모르고 살아왔던 것..,27,PT59S,858951,10833,274,['https://en.wikipedia.org/wiki/Knowledge'],2024-04-17T09:00:38Z
1,로이킴 (Roy Kim) - 살아가는 거야 (Linger On) MV,10,PT3M52S,1857304,38913,4306,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Asia', 'https://en.wikipedia.org/wiki/Pop_music']",2020-05-27T09:00:13Z
0,"[피파모바일] 신규 TOTY 클래스 TOP 10 스탯 분석해보았습니다! 무과금, 소과금 필수 시청!",20,PT8M2S,28297,246,114,"['https://en.wikipedia.org/wiki/Sports_game', 'https://en.wikipedia.org/wiki/Video_game_culture']",2021-01-22T00:56:44Z
0,#비트코인 이제 시작입니다. 다음은 OOK 갑니다.,27,PT20M31S,2258,110,34,[],2024-03-12T07:00:07Z
0,"[☆현장] 고영욱, '전자발찌' 차고 만기 출소 ""죄송합니다""",22,PT35S,5059758,9792,4221,[],2015-07-10T05:02:28Z
1,일반인이 '재능충' 소리 듣는 법,22,PT7M19S,242724,18419,447,[],2024-08-01T09:36:51Z
0,카더가든 - 나무 (롹.ver),22,PT59S,1265567,38226,365,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Asia', 'https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Rock_music']",2024-09-11T10:00:30Z
0,Don’t Be An ML/AI Engineer If You’re Like This...,27,PT9M57S,271297,15179,520,['https://en.wikipedia.org/wiki/Knowledge'],2023-12-17T14:00:18Z
1,How to Use LeetCode Effectively,27,PT4M31S,380432,15876,137,"['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",2023-01-22T03:00:11Z
0,코치 시스템 이 영상 하나로 끝내드립니다. /피파4,20,PT8M35S,273214,2250,336,"['https://en.wikipedia.org/wiki/Sports_game', 'https://en.wikipedia.org/wiki/Video_game_culture']",2020-12-19T01:00:13Z
0,현재 K리그 최연소 기록 갈아 치우는 중인 슈퍼 루키 / [케잘함],17,PT5M39S,151983,1373,389,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",2024-06-17T02:00:04Z
0,"[날아라 슛돌이] 출연 아이들의 과거와 현재, 근황 | 아재TV",24,PT3M1S,423698,1504,305,['https://en.wikipedia.org/wiki/Entertainment'],2021-01-26T09:00:08Z
1,월급날마다 이걸 사 모으세요 매달 월급이 자동으로 들어옵니다[수페TV 송민섭 작가],27,PT33M41S,626731,7015,229,['https://en.wikipedia.org/wiki/Society'],2023-12-26T08:30:07Z
1,"HTML 태그들, 헷갈리는거 정리해 보았다 🥳 (시맨틱 태그, 중요한 태그들 모음)",27,PT13M51S,108070,4684,378,['https://en.wikipedia.org/wiki/Knowledge'],2021-08-10T10:27:12Z
0,150만 조회수 찍었던 고려대 5수생의 대학발표 2탄 질의응답 편!  30분 넘게 발표하고도 질문 들어오는 거 다 쳐냄ㄷㄷ;,24,PT9M30S,1123902,9210,700,['https://en.wikipedia.org/wiki/Knowledge'],2019-07-07T18:31:43Z
0,손에서 계속 카드가 나오는 마술 1분만에 배워보기 #shorts #magic,24,PT58S,3037234,36764,705,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Performing_arts']",2024-05-08T17:10:26Z
1,토니 크로스 농구 골대 골 넣기 ㄷㄷㄷ... 이 형이 여기 왜 나와,17,PT11M2S,1124644,14560,3384,"['https://en.wikipedia.org/wiki/Basketball', 'https://en.wikipedia.org/wiki/Sport']",2023-10-24T09:00:00Z
1,한 달 만에 10만원 → 6000만원 만든 매매법 분석,26,PT7M8S,889618,21221,564,[],2023-03-08T11:00:11Z
1,"면접 단골 질문! API, REST API가 뭔가요? (개발 필수지식)",28,PT3M46S,17864,397,20,['https://en.wikipedia.org/wiki/Technology'],2022-05-06T03:37:47Z
0,CHELSEA SACK POCHETTINO... RANKING NEW CHELSEA MANAGERS!,17,PT19M57S,62624,2386,577,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",2024-05-22T15:00:19Z
1,Lv.4 10분 만에 집에서 가슴 작살내는 루틴 (누구나 쉽게 가능) [10mins Intense Chest Workout],17,PT10M29S,3063485,38551,1562,"['https://en.wikipedia.org/wiki/Health', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_fitness']",2020-03-12T14:02:41Z
0,"Fauré: Dolly Suite, Op. 56: II. Mi-a-ou",10,PT2M12S,11218,94,0,"['https://en.wikipedia.org/wiki/Classical_music', 'https://en.wikipedia.org/wiki/Music']",2018-12-15T13:43:51Z
1,5kg 체중 순삭 !!! 양배추계란전 만들기 !!,26,PT1M,899326,14629,153,"['https://en.wikipedia.org/wiki/Food', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",2023-03-01T03:07:05Z
0,#2023年全国跑酷锦标赛  竞速冠军🏆,22,PT33S,84853236,2071630,2589,['https://en.wikipedia.org/wiki/Sport'],2024-07-27T17:40:21Z
0,Best settings for Necromancer -  Diep.io,24,PT10M59S,970894,10276,563,"['https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Casual_game', 'https://en.wikipedia.org/wiki/Video_game_culture']",2016-09-22T07:00:00Z
0,부산 광안리 불꽃축제 배달기사의 고충,24,PT53S,9091616,304068,4054,[],2023-11-07T04:20:24Z
0,Taemin & Naeun [TaEun] || i'm happy for you,22,PT5M37S,75392,1675,131,['https://en.wikipedia.org/wiki/Entertainment'],2021-01-24T22:05:37Z
1,Why I focus on patterns instead of technologies,22,PT7M55S,230975,12409,367,"['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",2024-02-19T15:00:12Z
0,전 세계에서 가장 슛을 못차는 공격수 1위,22,PT48S,957955,22270,312,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",2024-09-05T09:26:00Z
1,[기독교 보수주의 스터디] 우리들에게 자유란? 신앙이란? #독서멘토링 #레이건일레븐,22,PT52M48S,7092,552,34,"['https://en.wikipedia.org/wiki/Religion', 'https://en.wikipedia.org/wiki/Society']",2024-04-03T17:27:16Z
1,We are MBaccers: The Beginning,27,PT3M9S,533,31,2,[],2023-06-05T10:46:24Z
1,아 이건 혼자만 알고 싶었는데…(아자르 드리블 공식),17,PT1M,219149,3956,31,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",2024-02-05T09:10:51Z
1,여름에 딱 하나만 입어야 한다면? 여름 기본템 추천,22,PT7M21S,277434,7418,181,"['https://en.wikipedia.org/wiki/Fashion', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",2023-05-21T05:00:22Z
1,HAPPY,10,PT3M10S,26544897,111299,531,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Rock_music']",2024-03-18T09:00:37Z
0,"차은우, ‘전설’ 서장훈으로부터 배우는 가뿐한 레이업 슛 | 진짜 농구, 핸섬 타이거즈 | SBS Enter.",24,PT3M6S,1837593,7415,1526,"['https://en.wikipedia.org/wiki/Basketball', 'https://en.wikipedia.org/wiki/Sport', 'https://en.wikipedia.org/wiki/Television_program']",2020-01-17T14:51:36Z
1,조각난 집중력을 구출할 뜻밖의 방법 l 니르이얄 (행동 설계 전문가),27,PT10M54S,138870,6293,196,[],2024-06-16T05:30:11Z
0,"백상예술대상 후보, 침착맨 기안84",23,PT46S,3728749,86377,1821,[],2024-05-07T13:05:21Z
1,의외로 모르는 계란 황금레시피,26,PT31S,4536763,114354,583,"['https://en.wikipedia.org/wiki/Food', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",2024-06-13T08:06:58Z
1,맥북에어m2 구매를 추천하는 이유 #apple #맥북에어,28,PT1M,56562,457,15,['https://en.wikipedia.org/wiki/Technology'],2023-05-07T12:49:49Z
1,API가 뭔가요? 가장 쉽게 이해시켜드림,28,PT9M8S,11009,287,31,['https://en.wikipedia.org/wiki/Technology'],2024-05-01T00:39:59Z
0,매일 흡연 vs 매일 음주,17,PT26M47S,473774,4855,748,['https://en.wikipedia.org/wiki/Health'],2024-04-11T09:00:09Z
0,전 여친 어땠어?,23,PT35S,6140630,66351,2763,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Humour']",2023-07-27T12:39:19Z
0,Well… (있잖아 (ROCK VER.)),10,PT3M12S,12439549,32316,67,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Asia', 'https://en.wikipedia.org/wiki/Pop_music']",2014-07-27T03:13:01Z
0,전여친 이 쫌 이상했다 | 스탠드업 코미디,24,PT9M12S,69581,468,29,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Humour']",2022-08-15T06:37:12Z
0,"""엄마가 과탐 점수 깔아줄게"" 수능 본다는 학부모…""극성이다"" vs ""모성이다""｜지금 이 뉴스",25,PT2M6S,315974,2082,1593,['https://en.wikipedia.org/wiki/Society'],2024-08-28T07:59:27Z
0,방심은 금물,22,PT55S,4004826,80437,797,[],2024-04-01T10:30:15Z
0,Is the Digital SAT Actually Harder?,27,PT6M52S,1254,16,5,[],2023-11-20T20:00:08Z
1,200 IQ Free Kicks,17,PT8M47S,5259126,74175,1221,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",2020-11-25T13:17:28Z
1,북한의 유행어 & 욕! 듣기만 해도 후덜덜~ '살벌' 비정상회담 79회,22,PT2M9S,242938,1084,65,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Television_program']",2016-01-04T14:36:12Z
0,"내가 늘 의지하는 예수 (찬송가 86장) Oh, The Best Friend to Have Is Jesus (86)",10,PT5M6S,438453,860,0,"['https://en.wikipedia.org/wiki/Christian_music', 'https://en.wikipedia.org/wiki/Music']",2023-07-07T06:03:18Z
0,교과서에 나오는 이 그림 실제로 해보면 될까?,22,PT7M32S,7864779,92231,14556,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)'],2019-11-27T14:24:19Z
0,라이브에 약한걸까 창법이 어려운걸까 #maroon5 #payphone,10,PT22S,8496411,193693,2316,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",2024-03-13T07:23:21Z
0,누구도 날 방해 못 해...🎻 귀족 빙의되는 클래식 음악🎹 [motemote│모트모트│𝐒𝐓𝐔𝐃𝐘 𝐌𝐎𝐎𝐃│공부할 때 듣는 음악│1시간],27,PT1H1M27S,2804025,34092,855,"['https://en.wikipedia.org/wiki/Classical_music', 'https://en.wikipedia.org/wiki/Music']",2021-01-19T11:00:03Z
0,Análise de Samu Omorodion •Quão bom é ele Samu e por que o Porto o contratou? Atacante do C FC Porto,17,PT18M18S,25301,276,95,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",2024-08-06T22:54:22Z
0,주 이름 안에,10,PT4M5S,166311,842,8,"['https://en.wikipedia.org/wiki/Christian_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",2018-01-27T09:13:09Z
0,I would not play 😂,10,PT31S,56692697,1598014,17635,['https://en.wikipedia.org/wiki/Sport'],2024-03-04T19:03:49Z
1,[몰카](ft.피식대학)탈북민한테 남한말를 가르친다고!? 펌과 파마의 차이? 쉐프와 주방장? 이번엔 어머니와 아들 웃기기!!! ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,23,PT8M2S,346061,4681,223,[],2020-08-30T05:00:10Z
1,2024년 취업 시장과 백엔드 개발자가 되기 위한 취업 가이드 (ft. 이준형 저자님),27,PT52M52S,32458,1173,102,['https://en.wikipedia.org/wiki/Knowledge'],2024-03-01T12:15:02Z
1,"뇌과학적으로 게으름, 무기력 끊어내는 방법",22,PT20M44S,424297,22443,609,[],2024-05-22T22:00:07Z
0,"풀업,턱걸이 이렇게 하면 안돼요. (어깨충돌증후군)",23,PT33S,1500660,2376,528,"['https://en.wikipedia.org/wiki/Health', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_fitness']",2019-02-19T14:11:03Z
1,Jesus Culture- Your Love Never Fails,10,PT5M13S,16275743,55764,3632,"['https://en.wikipedia.org/wiki/Christian_music', 'https://en.wikipedia.org/wiki/Music']",2010-04-14T22:27:50Z
0,화난 손흥민..도대체 몇 번째야!! #shorts #short #shortvideo #쇼츠 #한국 #soccer #football #축구 #손흥민 #토트넘 #epl #korea,17,PT42S,1185843,0,982,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",2024-09-22T04:11:54Z
0,경국지색,22,PT1M,4017023,21340,1623,[],2023-12-02T12:11:12Z
1,코딩테스트를 준비하는 가장 효율적인 방법,27,PT16M41S,91412,3420,56,['https://en.wikipedia.org/wiki/Knowledge'],2022-09-03T06:25:10Z
1,한시간만에 Node.js 백엔드 기초 끝내기 (ft. API 구축),27,PT1H36S,242555,5047,115,"['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",2022-11-18T09:00:17Z
1,만능 반찬 소고기소보루 레시피 🐮,22,PT28S,60549,1022,16,['https://en.wikipedia.org/wiki/Food'],2023-10-19T09:45:54Z
0,150cm가 2M한테 까불면 벌어지는 일. @HeyChambo,27,PT15S,36430470,1020795,1770,[],2024-06-28T06:58:52Z
1,펩의 바르셀로나는 무엇이 특별했을까?,20,PT10M28S,80223,1158,227,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",2024-07-31T11:30:02Z
1,"I made $131,520,140 in May | Solopreneur Diary",28,PT15M31S,60178,2595,220,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)'],2024-06-04T14:15:03Z
1,"더 지니어스 2:룰 브레이커 Ep.8 : 절대권력자, 이상민!",24,PT2M42S,114958,184,33,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Humour', 'https://en.wikipedia.org/wiki/Television_program']",2014-01-26T03:24:04Z
1,Serverless Computing in 100 Seconds,28,PT16M46S,288610,10428,286,['https://en.wikipedia.org/wiki/Technology'],2021-03-17T17:46:04Z
0,”카와이소“,23,PT1M,774249,14366,335,[],2024-09-30T09:00:34Z
0,100% Scholarships for International Students at Harvard University | Road to Success Ep. 03,27,PT10M53S,868674,31114,886,['https://en.wikipedia.org/wiki/Knowledge'],2022-08-01T03:30:09Z
1,‘근육량‘ 단기간에 늘리는 벌크업 방법 (뻔한 소리 X),22,PT11M10S,374054,13114,322,"['https://en.wikipedia.org/wiki/Health', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_fitness']",2024-02-10T15:16:14Z
0,허각 - 사랑은 늘 도망가 [불후의 명곡2 전설을 노래하다/Immortal Songs 2] | KBS 220716 방송,10,PT5M24S,11058285,51142,4134,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Asia', 'https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Television_program']",2022-07-16T11:58:33Z
1,"미국주식 사이클 전환, 이것만 알아도 성공합니다!",26,PT21M47S,67110,3592,213,[],2024-07-30T11:00:10Z
0,"[뉴스 '꾹'] ""하늘에 맹세코"" ""아들들 걸고"" 쯔양 협박 의혹에 '펄쩍' (2024.07.11/MBC뉴스)",25,PT2M19S,325346,3171,1517,"['https://en.wikipedia.org/wiki/Politics', 'https://en.wikipedia.org/wiki/Society']",2024-07-11T08:21:52Z
0,Afraid,10,PT3M33S,8166632,73074,957,"['https://en.wikipedia.org/wiki/Independent_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Music_of_Asia', 'https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Rock_music']",2020-05-12T15:51:19Z
0,어깨운동 팔 왜 흔들려?(엉덩이 뭔상관?),17,PT57S,241897,6660,117,"['https://en.wikipedia.org/wiki/Health', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_fitness']",2024-04-20T07:00:17Z
1,전자레인지 에그인헬 샥슈카 10분 만들기 #레시피 #아침대용,22,PT1M,67377,1699,10,"['https://en.wikipedia.org/wiki/Food', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",2024-05-14T08:14:19Z
0,"September 26, 2024",22,PT58S,508,8,0,"['https://en.wikipedia.org/wiki/American_football', 'https://en.wikipedia.org/wiki/Sport']",2024-09-27T03:25:06Z
1,Computer Vision for Football Analysis in Python with Yolov8 & OpenCV,27,PT23M51S,70271,2774,59,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Knowledge']",2023-12-11T10:00:41Z
0,"전세계 흥행 성공한 초대박 애니메이션 시리즈 ""1위"" 미국 전설급 애니 ..ㅎㄷㄷ",1,PT18M8S,1749773,8924,653,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",2021-06-04T05:00:01Z
1,“이래도 효과 없으면 따지러 오세요” 황농문 교수가 추천하는 '현실적인' 몰입 훈련법 | 빅퀘스천 인터뷰 #몰입 #슬로싱킹 #뇌과학,27,PT13M36S,501503,14090,210,['https://en.wikipedia.org/wiki/Knowledge'],2023-06-15T08:00:33Z
0,"[CBS 뉴스] 단월드, 사이비종교 아니라더니…""이승헌을 영혼의 아버지로 숭배""",25,PT5M25S,854126,26502,3866,['https://en.wikipedia.org/wiki/Society'],2024-05-09T12:20:29Z
0,"제 경기 활동량을 K1,2,3리그 선수들과 비교해봤습니다ㄷㄷ(동고 최종평가)",17,PT14M19S,50049,807,114,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",2020-08-20T08:30:01Z
1,Database Engineering Complete Course | DBMS Complete Course,28,PT21H46M9S,689822,22692,270,['https://en.wikipedia.org/wiki/Knowledge'],2023-04-15T22:20:24Z
0,브라질 수비 순삭시키는 이승우 돌파ㄷㄷ,17,PT3M38S,465581,1541,816,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",2020-11-14T18:55:10Z
0,반 페르시 초사이언 모드 골,22,PT48S,6644613,18531,2896,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",2017-02-02T10:57:14Z
0,[사상검증구역: 더 커뮤니티] 10회 요약｜1대 불순분자의 마지막 메시지는?｜웨이브 오리지널,24,PT18M12S,161224,1172,598,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Television_program']",2024-02-27T01:00:14Z
0,How to Set Up Live Server and Browser Auto Refresh In Visual Studio Code,27,PT3M55S,367829,7259,592,"['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",2020-04-05T12:45:02Z
1,[2024] Firebase React Native EXPO Authentication Setup (File Based Routing),22,PT23M11S,3233,54,21,"['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",2024-06-23T20:53:27Z
0,배운 어르신들의 축구 ㄷㄷ;;,17,PT48S,14507879,106358,4602,"['https://en.wikipedia.org/wiki/Association_football', 'https://en.wikipedia.org/wiki/Sport']",2022-12-10T09:00:32Z
1,왼손으로만 아르페지오 한다는 고정관념은 버려주세요,10,PT7M23S,25595,918,77,"['https://en.wikipedia.org/wiki/Jazz', 'https://en.wikipedia.org/wiki/Music']",2024-07-23T10:15:02Z
1,5 IMPRESSIVE Python Resume Projects (You Can Finish in A Weekend),28,PT12M20S,266753,9001,74,['https://en.wikipedia.org/wiki/Technology'],2023-11-12T13:00:25Z
1,One Thing Remains - Jesus Culture (lyric video),10,PT5M4S,43990591,162355,6761,"['https://en.wikipedia.org/wiki/Christian_music', 'https://en.wikipedia.org/wiki/Music']",2011-03-13T00:13:15Z
0,기분탓이겠지 #감성여울 #해외여행 #일본,24,PT1M,2664097,54101,1169,[],2024-05-17T15:00:50Z
1,The Princess Scientist Year 4: Part of That World,23,PT3M34S,783,16,3,['https://en.wikipedia.org/wiki/Music'],2013-09-15T01:20:12Z
1,"테슬라 지금 매수해야...(TQQQ,SOXL,TMF, 수페TV)",27,PT17M50S,28918,2193,614,[],2024-02-09T06:43:34Z
1,이걸 어떻게 참아.. #이풋볼2024 #efootball2024 #홀란드,20,PT16M25S,5236,52,22,"['https://en.wikipedia.org/wiki/Sports_game', 'https://en.wikipedia.org/wiki/Video_game_culture']",2024-07-22T20:37:33Z
1,백종원표 간단하고 맛있는콩 없이 콩국수 만들기 #백종원레시피#백종원콩국수#집밥#집밥레시피,22,PT18S,11597066,242603,4351,['https://en.wikipedia.org/wiki/Food'],2024-07-08T02:44:07Z
0,침착맨의 공감 능력,24,PT1M,1190818,29877,621,[],2024-05-14T08:00:14Z
0,Success in a distracted world: DEEP WORK by Cal Newport,1,PT7M30S,715160,20023,370,[],2016-07-09T01:04:44Z
0,뉴비와 고인물의 차이 ㄷㄷ,22,PT6S,28183126,235651,1553,[],2023-07-02T09:00:36Z
